영화명,장르,배우,감독,제작사,상영시간,개봉일,줄거리,url,TMDB 키워드,Gemini 키워드,국가,실관람객 평점,네티즌 평점,네이버 관심도(찜),누적 관객수,온라인 판매실적(당월),온라인 판매실적(익월),온라인 판매실적(익익월),매력도,유사작,경쟁작,예측 매력도
베테랑2,"액션, 범죄","황정민, 정해인, 장윤주, 정만식, 신승환, 오달수, 오대환, 김시후, 안보현, 진경, 권해효, 변홍준, 조관우, 허준호, 임채은, 김재화, 김가을, 박준면, 박경혜, 주보비, 신민재, 현봉식, 남진복, 이다일, 인선호, 정호진, 유창한, 홍은철, 이서아, 고동옥, 전석찬, 이봉련, 심규식, 조성현, 김용학, 이상하, 황영윤, 강길우, 오윤홍, 김서원, 정명진, 김한솔, 진희규, 박찬별, 정혜자, 유민석, 오현석, 백종환, 임승준, 김명연, 선종구, 유하람, 강희제, 유태근, 최가은, 김미지, 유민주, 허남준, 이진희, 황인무, 김원해, 김경록, 전현숙, 김병만, 황인기, 곽자형, 박명신, 안상태, 우정원, 신우희, 윤준열, 오충근, 이상협, 유재연",류승완,"(주)외유내강, (주)씨제이이엔엠, (주)씨제이이엔엠, (사)한국농아인협회, 한국시각장애인연합회",118.0,20240913.0,,https://image.tmdb.org/t/p/w500/akqfhtM1Wa1klFi7ijmyNm7Sm1j.jpg,가족들도 못 챙기고 밤낮 없이 범죄들과 싸우는 베테랑 형사 서도철과 강력범죄수사대 형사들. 어느 날, 한 교수의 죽음이 이전에 발생했던 살인 사건들과 연관성이 있는 것으로 밝혀지며 전국은 연쇄살인범으로 인해 떠들썩해진다. 이에 단서를 추적하며 수사를 시작한 형사들. 하지만 이들을 비웃기라도 하듯, 연쇄살인범은 다음 살인 대상을 지목하는 예고편을 인터넷에 공개하며 또 한 번 전 국민을 흔들어 놓는다. 강력범죄수사대는 서도철의 눈에 든 정의감 넘치는 막내 형사 박선우를 투입한다. 그리고 사건은 새로운 방향으로 흐르게 되는데...,"폭력적인,도시,정의",한국,6.591,6.2,15871,752만,237493,138735,0,376228,"열혈검사, 보호자, 주토피아, 범죄도시4, 구룡성채: 무법지대",브레드이발소: 빵스타의 탄생,297153.08
보더랜드,"판타지, 액션, 코미디","케이트 블란쳇, 케빈 하트, 잭 블랙, 아리나 그린블랫, 제이미 리 커티스, 플로리안 문테아누",일라이 로스,"(주)누리픽쳐스, (주)누리픽쳐스",100.0,20250305.0,악명 높은 현상금 사냥꾼 ‘릴리스’는 은하계를 이끄는 굵직한 기업가 ‘아틀라스’의 실종된 딸 ‘티나’를 찾기 위해 은하계에서 가장 정신없는 행성이자 자신의 고향인 판도라로 향한다. 그곳에서 투 머치 토커 로봇 ‘클랩트랩’의 도움을 받아 가까스로 ‘티나’를 만나지만 엘리트 용병 ‘롤랜드’와 사이코 ‘크리그’와 함께 이리디안 종족이 숨겨놓은 보물 ‘볼트’를 찾으러 가게 되고 괴짜 과학자 ‘태니스’까지 합류하면서 아주 요란하고 ‘킹’받는 여정에 오르게 되는데…,https://image.tmdb.org/t/p/w500/vwSjKFvedW7YGsFltmzafZhiRfp.jpg,"outlaw, based on video game, unlikely friendship, talking robot, malicious, missing girl, band of misfits, mysterious power","유머러스한,우주,우정",미국,5.381,5.38,217,9953,1812,2449,595,4856,"미니언즈, 미니언즈2, 어벤져스: 인피니티 워, 데드풀과 울버린, 에이리언: 로물루스","괜찮아 괜찮아 괜찮아!, 콘클라베, 침범",33810.45
보스 베이비 2,"애니메이션, 코미디, 어드벤처","알렉 볼드윈, 에이미 세다리스, 제임스 마스던, 제프 골드블럼, 지미 키멜",톰 맥그라스,"유니버설픽쳐스인터내셔널 코리아(유), 유니버설픽쳐스인터내셔널 코리아(유)",107.0,20210721.0,베이비 주식회사의 레전드 보스 베이비에서 인생 만렙 CEO가 된 `테드`. 베이비인 줄 알았던 조카 `티나`가 알고 보니 베이비 주식회사 소속이라니! 뉴 보스 베이비 `티나`의 지시로 `테드`는 형과 함께 다시 베이비로 돌아가야만 하는데…,https://image.tmdb.org/t/p/w500/zGaeo3fNXCcnttUQMgZr1FW0t4V.jpg,"baby, boss, sequel, sibling, family","유머러스한,도시,가족",미국,8.951,8.89,3082,92만,1239,1074,860,3173,"나 홀로 집에 2, 신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~, 슈퍼배드, 슈퍼 배드, 필사의 추격",,3689.505
보통의 가족,드라마,"설경구, 장동건, 김희애, 수현, 홍예지, 하윤희",허진호,"(주)하이브미디어코프, (주)하이그라운드, (주)하이브미디어코프, (주)마인드마크, (주)하이브미디어코프, (주)마인드마크, (주)화인컷, (사)한국농아인협회, 한국시각장애인연합회",108.0,20241016.0,중국 출신의 미국 영화감독 하오. 게이인 그는 파트너와 두 아이를 고향 가족에게 소개하기로 한다. 보수적인 가족이 그를 받아들이는 과정을 담담하게 기록한 다큐멘터리.,https://image.tmdb.org/t/p/w500/rNhwtG2UPsZJuohqvlCdaYuSPIJ.jpg,"china, parenting, lgbt parenting, family portrait, gay theme","어두운,도시,가족",한국,8.101,7.99,4819,65만,12554,3817,1058,17429,"베놈: 라스트 댄스, 베놈, 신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~, 나 홀로 집에 2, 슈퍼배드","구룡성채: 무법지대, 더러운 돈에 손대지 마라, 베놈, 베놈: 라스트 댄스",28576.335
보호자,"액션, 드라마","정우성, 김남길, 김준한, 박성웅, 박유나, 이엘리야, 류지안, 박성준, 문성환, 김주헌, 박성근, 김문학, 박용, 이은경, 이효비, 최수임, 김준현, 길창규, 나종민, 허승, 김윤도, 임준혁, 이한결, 오경택, 이재성, 송지우, 신윤주, 이가연, 이세인, 이하은, 김서빈, 이수민, 김하나, 권은성, 최낙권, 한대훈, 배향, 선우, 강신하, 이두석, 민상우, 박진영, 김윤정",정우성,"(주)영화사테이크, (주)에이스메이커무비웍스, (주)에이스메이커무비웍스, (주)에이스메이커무비웍스, (사)한국농아인협회, 한국시각장애인연합회",97.0,20230815.0,"아담한 꽃집을 운영하며 아들과 딸, 그리고 아내와 함께 행복을 꾸려가던 ‘전모’. 어느 날 그에게 전화 한 통이 걸려 온다. 딸이 유괴된 사실을 알게 된 그는 침착하게 대응하며 모든 요구를 들어주려 하지만, 불가능에 가까운 유괴범의 시험은 계속된다. 간발의 차이로 약속 시간에 늦고 마는 ‘전모’에게 범인은 벌칙을 주기로 하고, ‘전모’는 귀를 의심할 수 밖에 없는 황당한 제안을 받게 되는데…",https://image.tmdb.org/t/p/w500/bSXUtNRHDsaVVRCtzpzaLbhK85L.jpg,,"폭력적인,도시,가족",한국,5.521,4.44,5408,12만,4454,2840,1616,8910,"범죄도시4, 구룡성채: 무법지대, 더 와일드: 야수들의 전쟁, 더러운 돈에 손대지 마라, 범죄도시3",오펜하이머,17277.86
브레드이발소: 빵스타의 탄생,애니메이션,"엄상현, 박윤희, 강시현, 홍범기, 김현욱, 윤아영, 김보나, 안영미, 정의진",정지환,"㈜브레드이발소, 씨제이 씨지브이(CJ CGV)(주)",76.0,20240914.0,"천재 이발사 ‘브레드’와 사고뭉치 조수 ‘윌크’, 시크한 캐셔 ‘초코’와 귀염둥이 ‘소시지’가 함께 하는 ‘브레드이발소’! 이번엔 최고의 빵! 스타로 돌아왔다?! 월드스타 ‘탄빵보이즈’, 최고의 슈퍼모델 3인방, 액션배우 ‘앙버터’와 ‘마가린’, 먹방 크리에이터 ‘아이스크림’까지! 더 재밌어지고, 더 풍성해진 이야기가 시작된다!",https://image.tmdb.org/t/p/w500/qiMwykfbnDRLTug6NbS6DFuGwOu.jpg,bread,"가볍고 유쾌한,판타지 세계,성장",한국,9.251,9.37,1892,26만,8392,4377,4195,16964,"쿵푸팬더4, 뽀로로 극장판 슈퍼스타 대모험, 극장판 도라에몽: 진구의 지구 교향곡, 트롤: 월드 투어, 뽀로로 극장판 바닷속 대모험",베테랑2,27220.18
브로큰,"범죄, 드라마","하정우, 김남길, 유다인, 정만식, 임성재, 이설, 김찬형, 장준녕, 박종환, 차래형, 서현우, 정재광, 서혜린, 허성태, 김미경, 김민상, 류성현, 김미화, 양흥주, 강학수, 김시은, 윤대열, 양지수, 강도연, 현우석, 황보정일, 신동석, 이태형, 이혜수, 척재희, 김하은, 엄옥란, 박가영, 이채린, 유수정, 임한성, 김연교, 박재한, 박혜영, 박응수, 정환욱, 유병선, 노승우, 심재완, 안재만, 승형배, 이세호, 차시원, 이호, 홍준희, 정청민, 한동원, 박성인, 유인선, 주예지, 김예림, 임영주, 김형석, 김보현, 조순철, 이세랑",김진황,"을지기획 주식회사, (주)사나이픽처스, (주)바른손이앤에이, (주)바른손이앤에이, (주)바른손이앤에이",99.0,20250205.0,"옆집 아이의 거짓말 하나로 인해 이웃 간에 끔찍한 폭력이 벌어지고,  현장을 목격한 11살 ‘스컹크’의 일상은 송두리째 달라진다.  짝사랑하던 선생님 ‘마이크’가 충격적인 사건의 용의자로 몰리자
 세상 모든 것이 무너진 듯 아프고 괴롭지만 웃음과 사랑을 잃지 않던 스컹크는
 사건의 소용돌이에 휘말려 목숨까지 위협받는데...!",https://image.tmdb.org/t/p/w500/cNeDPyJdeV4Gzs3TcVthM8AJYHW.jpg,"family, diabetic, mental hospital, father daughter relationship","서스펜스 있는,도시,가족",한국,5.511,3.44,4340,19만,50614,26782,7339,84735,"스트리밍, 명탐정 코난: 100만 달러의 펜타그램, 그녀가 죽었다, 설계자, 댓글부대",캡틴 아메리카: 브레이브 뉴 월드,67871.485
블랙 백,"드라마, 스릴러","케이트 블란쳇, 마이클 패스벤더, 톰 버크, 나오미 해리스, 레게-장 페이지, 피어스 브로스넌",스티븐 소더버그,"유니버설픽쳐스인터내셔널 코리아(유), 유니버설픽쳐스인터내셔널 코리아(유)",93.0,20250319.0,"뛰어난 정보력과 고도의 심리전에 능통한 요원 ‘조지’와 날카로운 직관력을 가진 정보 분석가 ‘캐슬린’은 모두가 선망하는 정보국 대표 부부. 어느 날, 수천 명을 죽음에 빠트릴 수 있는 정보국의 기밀 기술이 내부 배신자에 의해 사라지고 ‘조지’는 사건에 얽힌 5명의 요원을 주목하지만 모든 증거는 그의 아내 ‘캐슬린’을 향하는데…",https://image.tmdb.org/t/p/w500/5004eGQ1VsSzc9nVCg52Gw09fqI.jpg,"london, england, husband wife relationship, spy, marriage, suspicion, dinner, intelligence officer, calm, polygraph, zurich, switzerland","서스펜스 있는,도시,배신",미국,7.331,6.96,191,8588,1605,1378,560,3543,"브로큰, 설계자, 그녀가 죽었다, 명탐정 코난: 100만 달러의 펜타그램, 스트리밍","침범, 컴패니언, 플로우, 스트리밍, 블랙 크록",8786.745
블랙 크록,공포(호러),,타넬리 무스토넨,"(주)엔케이컨텐츠, (주)엔케이컨텐츠",87.0,20250324.0,"‘카일’은 친구들과 함께 플로리다로 가서
 고인이 된 오빠의 유골을 뿌리기로 한다.  하지만 전세로 빌린 낡은 비행기가 지도에도 없는
 루이지애나의 악명 높은 늪지대 한가운데 추락한다.  살아남은 것도 잠시,
 불법 마약에 중독돼 한층 포악해진 식인 악어 무리에 둘러싸이게 되는데…",https://image.tmdb.org/t/p/w500/8ETrmRqviXCdj99p1NctpTPHx36.jpg,"alligator, swamp monster, survival horror","긴장감 있는,시골,생존",영국,3.501,3.5,100,6,7027,189,0,7216,"쥬라기 월드: 폴른 킹덤, 헤레틱, 핸섬가이즈, 마녀(魔女) Part2, 탈출: 프로젝트 사일런스","블랙 백, 컴패니언, 플로우, 스트리밍",25658.445
비키퍼,"액션, 스릴러","제이슨 스타뎀, 조쉬 허처슨, 제레미 아이언스",데이비드 에이어,"(주)바른손이앤에이, (주)올스타엔터테인먼트",105.0,20240403.0,"법 위에 있는 비밀 기관 '비키퍼' 그곳의 전설로 남은 탑티어 에이전트 '애덤 클레이'는 기관의 눈을 피해 자취를 감추고 양봉가로 살아간다. 그러던 어느 날, 거대 보이스 피싱 조직으로부터 유일한 친구 '엘로이즈'를 잃게 된 그는 피의 복수를 위해 잠재웠던 진짜 모습을 드러내기 시작하는데....",https://image.tmdb.org/t/p/w500/ekHemOB84SoKi6fqG0ciwvKWM2i.jpg,"massachusetts, frantic, vengeance, secret government agency, fbi agent, beekeepers, scammer, scam call center, retired assassin, amused, cliché, vibrant","냉혹한,현대,복수",미국,7.601,8.22,1216,10만,32027,40509,20598,93134,"귀공자, 글래디에이터 Ⅱ, 퓨리오사: 매드맥스 사가, 존 윅 4, 마녀","1980, 고질라 X 콩: 뉴 엠파이어, 댓글부대, 쿵푸팬더4",73837.16
뽀로로 극장판 바닷속 대모험,애니메이션,"이선, 이미자, 함수정, 홍소영, 정미숙, 김서영, 김환진, 한신, 엄상현, 윤용식",윤제완,"(주)오콘, 씨제이 씨지브이(CJ CGV)(주)",71.0,20250101.0,"바다의 수호자 ‘레드헌터스’를 이끄는 ‘머록’ 대장을 따라 바다를 지키는 영웅이 되기 위해 바닷속 모험을 떠난 뽀로로와 친구들. 하지만 거대한 괴물 ‘시터스’가 뽀로로와 친구들의 잠수함을 통째로 삼켜버리고, ‘머록’ 대장의 도움으로 가까스로 구출된 ‘뽀로로’와 ‘크롱’은 ‘시터스’에게 잡혀간 친구들을 구하기 위해 ‘최후의 시터스’ 사냥에 나선 ‘레드헌터스’의 마지막 작전에 함께하기로 한다. 그러나, 비밀스러운 소녀 ‘마린’이 나타나 그들의 작전을 방해하기 시작하고 바닷속에 숨겨진 진짜 비밀이 드러나게 되는데… 과연, 뽀로로와 친구들은 신비한 비밀을 풀고 진정한 ‘씨 가디언즈’가 될 수 있을까?",https://image.tmdb.org/t/p/w500/nMhGav6ZfaBOt7f6CBrJjZ0EVdk.jpg,,"가볍고 유쾌한,판타지 세계,우정",한국,9.291,9.42,652,42만,24154,8064,2615,34833,"극장판 도라에몽: 진구의 지구 교향곡, A MINECRAFT MOVIE 마인크래프트 무비, 슈퍼 마리오 브라더스, 트롤: 월드 투어, 뽀로로 극장판 슈퍼스타 대모험","시빌 워: 분열의 시대, 수퍼 소닉, 수퍼 소닉3, 동화지만 청불입니다",35640.135
뽀로로 극장판 슈퍼스타 대모험,애니메이션,"이선, 이미자, 함수정, 홍소영, 정미숙, 김서영, 김환진, 사문영, 한신, 심규혁, 김율, 황창영","김성민, 윤제완","(주)오콘, 씨제이 씨지브이(CJ CGV)(주), (사)한국농아인협회, 한국시각장애인연합회",77.0,20231213.0,"뽀로로와 친구들은 전 우주를 통틀어 최고의 슈퍼스타를 뽑는 음악 축제 ‘파랑돌 슈퍼스타 선발대회’ 축제에 참가하기 위해 모험을 떠난다. 파랑뎔 행성에 불시착한 뽀로로와 친구들 앞에 나타난 열정 가득한 매니저 ‘스캣’의 도움으로 ‘뽀로로 밴드’는 가까스로 설레는 예선 무대에 오른다. 한편, 악당 ‘빅벤’은 ‘스캣’과의 경쟁에서 이기기 위해 모든 것이 완벽한 AI 아이돌 ‘아이원’을 앞세워 대회에 참가하지만 ‘뽀로로 밴드’의 예상치 못한 인기에 위기감을 느껴 급기야 방해 공작을 벌이게 되고, 뽀로로와 친구들은 마지막 공연을 앞두고 갑작스러운 위기를 맞이하는데…",https://image.tmdb.org/t/p/w500/mjreCL6fyvn0sHyyiZ9Q7WNoS5z.jpg,,"가볍고 유쾌한,판타지 세계,성장",한국,8.571,9.26,1255,38만,13062,3890,1562,18514,"브레드이발소: 빵스타의 탄생, 쿵푸팬더4, 극장판 도라에몽: 진구의 지구 교향곡, 트롤: 월드 투어, 뽀로로 극장판 바닷속 대모험","3일의 휴가, 노량: 죽음의 바다, 명량, 아쿠아맨과 로스트 킹덤",38791.735
사랑의 하츄핑,애니메이션,"이지현, 조경이, 최낙윤, 여민정, 홍소영, 홍범기, 김하영, 류승곤, 조현정, 김은아, 장예나, 엄상현",김수훈,"(주)에스에이엠지엔터테인먼트, (주)쇼박스, (주)에스에이엠지엔터테인먼트, (사)한국농아인협회, 한국시각장애인연합회",86.0,20240807.0,"인생의 소울메이트를 꼭 만나길 바라는 로미. 우연한 기회에 하츄핑을 처음 본 뒤, 운명의 인연임을 알아본다. 로미는 하츄핑을 찾기 위해 반대를 무릅쓰고 새로운 길을 떠나지만, 마침내 만나게 된 하츄핑은 인간과의 소통을 거부하는데…",https://image.tmdb.org/t/p/w500/bWMzbXp27EILImGycFFeRuYQokT.jpg,,"마음이 따뜻해지는,판타지 세계,우정",한국,8.741,8.99,3846,124만,168,99382,27947,127497,"드래곤 길들이기 3, 드래곤 길들이기 2, 드래곤 길들이기, 데드풀과 울버린, A MINECRAFT MOVIE 마인크래프트 무비","파일럿, 바다 탐험대 옥토넛 어보브 앤 비욘드 : 바다가 위험해, 에이리언: 로물루스, 행복의 나라",52023.3
